"racer_number","racer_name","racer_name_kana","branch","grade","period_year","period_half"
"4908","上田龍星","ﾘｭｳｾｲ","阪","B1","2025","前期"
"4909","薮内瑞希","ﾁ ﾐｽﾞｷ","山","B1","2025","前期"
"4910","中村泰平","ﾀｲﾍｲ","知","B1","2025","前期"
"4911","片岡大地","ﾀﾞｲﾁ","京","B1","2025","前期"
"4914","吉田裕平","ﾕｳﾍｲ","知","B1","2025","前期"
"4917","岩橋裕馬","ﾕｳﾏ","庫","B1","2025","前期"
"4918","川島拓郎","ﾀｸﾛｳ","岡","B1","2025","前期"
"4919","吉田翔悟","ｼｮｳｺﾞ","崎","B1","2025","前期"
"4924","中北涼","ﾘｮｳ","崎","B1","2025","前期"
"4925","森悠稀","ｳｷ","庫","B1","2025","前期"
"4926","吉川貴仁","ﾀｶﾋﾄ","重","B1","2025","前期"
"4927","関野文","ｱﾔ","阪","B1","2025","前期"
"4928","栗城匠","ｼｮｳ","京","B1","2025","前期"
"4930","佐藤悠","ﾕｳ","井","B1","2025","前期"
"4931","木谷賢太","ｹﾝﾀ","川","B1","2025","前期"
"4932","新開航","ﾜﾀﾙ","岡","B1","2025","前期"
"4933","板橋侑我","ｼ ﾕｳｶﾞ","岡","B1","2025","前期"
"4934","佐木翔斗","ｼｮｳﾄ","阪","B1","2025","前期"
"4936","戸敷晃美","ｱｷﾐ","岡","B1","2025","前期"
"4938","小芦るり華","ﾙﾘｶ","賀","B1","2025","前期"
"4939","宮之原輝紀","ﾗ ｺｳｷ","京","B1","2025","前期"
"4940","白石有美","ｱﾐ","京","B1","2025","前期"
"4941","孫崎百世","ｷ ﾓﾓﾖ","賀","B1","2025","前期"
"4942","柴田朋哉","ﾄﾓﾔ","岡","B1","2025","前期"
"4943","八木治樹","ﾊﾙｷ","知","B1","2025","前期"
"4944","田代達也","ﾀﾂﾔ","京","B1","2025","前期"
"4945","上村宏太","ｺｳﾀ","京","B1","2025","前期"
"4947","間庭菜摘","ﾅﾂﾐ","岡","B1","2025","前期"
"4948","木場悠介","ﾕｳｽｹ","崎","B1","2025","前期"
"4949","横田貴満","ﾀｶﾐﾂ","賀","B1","2025","前期"
"4950","高岡竜也","ﾘｭｳﾔ","口","B1","2025","前期"
"4951","新田洋一","ﾖｳｲﾁ","島","B1","2025","前期"
"4952","吉武真也","ｼﾝﾔ","岡","B1","2025","前期"
"4953","尾上雅也","ﾏｻﾔ","玉","B1","2025","前期"
"4954","内山峻輔","ｼｭﾝｽｹ","京","B1","2025","前期"
"4956","齊藤大将","ﾋﾛﾏｻ","京","B1","2025","前期"
"4957","竹之内極","ﾁ ｷﾜﾑ","岡","B1","2025","前期"
"4958","溝口海義也","ﾞﾁ ﾐｷﾔ","岡","B1","2025","前期"
"4959","井上忠政","ﾀﾀﾞﾏｻ","阪","B1","2025","前期"
"4960","黒野元基","ﾓﾄｷ","知","B1","2025","前期"
"4961","西橋奈未","ﾅﾐ","井","B1","2025","前期"
"4962","畑竜生","ﾂｷ","重","B1","2025","前期"
"4963","實森美祐","ﾐﾕ","島","B1","2025","前期"
"4964","土屋南","ﾐﾅﾐ","山","B1","2025","前期"
"4965","福岡泉水","ｲｽﾞﾐ","庫","B1","2025","前期"
"4966","田川大貴","ﾀﾞｲｷ","崎","B1","2025","前期"
"4967","中村魁生","ｶｲｾｲ","阪","B1","2025","前期"
"4969","町田洸希","ﾋﾛｷ","崎","B1","2025","前期"
"4973","栗原直也","ﾅｵﾔ","玉","B1","2025","前期"
"4974","安井瑞紀","ﾐｽﾞｷ","山","B1","2025","前期"
"4976","金山立樹","ﾘﾂｷ","京","B1","2025","前期"
"4977","馬野耀","ﾋｶﾙ","阪","B1","2025","前期"
"4978","山田和佐","ｶｽﾞｻ","島","B1","2025","前期"
"4979","中野夢斗","ﾕﾒﾄ","知","B1","2025","前期"
"4980","佐木完太","ｶﾝﾀ","口","B1","2025","前期"
"4981","牧山敦也","ｱﾂﾔ","賀","B1","2025","前期"
"4982","中村将隆","ﾉﾌﾞﾀｶ","庫","B1","2025","前期"
"4983","前田篤哉","ｱﾂﾔ","知","B1","2025","前期"
"4984","森下愛梨","ｱｲﾘ","岡","B1","2025","前期"
"4985","井本昌也","ﾏｻﾔ","口","B1","2025","前期"
"4987","島倉都","ﾐﾔｺ","馬","B1","2025","前期"
"4988","牟田奨太","ｮｳﾀ","岡","B1","2025","前期"
"4989","石原翼","ﾂﾊﾞｻ","岡","B1","2025","前期"
"4990","田中博子","ﾋﾛｺ","岡","B1","2025","前期"
"4991","宗行治哉","ﾊﾙﾔ","島","B1","2025","前期"
"4992","廣瀬篤哉","ｱﾂﾔ","賀","B1","2025","前期"
"4994","山本梨菜","ﾘﾅ","賀","B1","2025","前期"
"4995","田邉亮蔵","ﾘｮｳｿﾞｳ","京","B1","2025","前期"
"4997","濱崎寿里矢","ｼﾞｭﾘﾔ","玉","B1","2025","前期"
"4998","中村かなえ","ｶﾅｴ","京","B1","2025","前期"
"5000","岡本翔太郎","ｼｮｳﾀﾛｳ","口","B1","2025","前期"
"5002","上田健太","ｹﾝﾀ","知","B1","2025","前期"
"5003","来田衣織","ｵﾘ","庫","B1","2025","前期"
"5004","河野主樹","ｶｽﾞｷ","阪","B1","2025","前期"
"5005","石田貴洋","ﾀｶﾋﾛ","玉","B1","2025","前期"
"5006","久保原秀人","ﾗ ﾋﾃﾞﾄ","馬","B1","2025","前期"
"5007","近藤雄一郎","ｳ ﾕｳｲﾁﾛｳ","京","B1","2025","前期"
"5008","羽野諒","ｮｳ","岡","B1","2025","前期"
"5009","大賀龍之介","ﾘｭｳﾉｽｹ","岡","B1","2025","前期"
"5010","宇留田翔平","ｼｮｳﾍｲ","重","B1","2025","前期"
"5011","高木圭大","ｹｲﾀ","崎","B1","2025","前期"
"5012","加倉侑征","ﾕｳｾｲ","岡","B1","2025","前期"
"5013","山下夏鈴","ｶﾘﾝ","重","B1","2025","前期"
"5014","梶山涼斗","ﾏ ﾘｮｳﾄ","賀","B1","2025","前期"
"5015","高橋竜矢","ﾘｭｳﾔ","島","B1","2025","前期"
"5016","宮田龍馬","ﾘｭｳﾏ","庫","B1","2025","前期"
"5017","澤田尚也","ﾅｵﾔ","賀","B1","2025","前期"
"5018","竹下大樹","ﾀﾞｲｷ","岡","B1","2025","前期"
"5019","柴田百恵","ﾓﾓｴ","岡","B1","2025","前期"
"5020","宮村勇哉","ﾕｳﾔ","重","B1","2025","前期"
"5022","伊藤尚汰","ｼｮｳﾀ","岡","B1","2025","前期"
"5023","久永祥平","ﾞ ｼｮｳﾍｲ","京","B1","2025","前期"
"5026","安河内健","ﾁ ｹﾝ","賀","B1","2025","前期"
"5027","重冨勇哉","ﾐ ﾕｳﾔ","口","B1","2025","前期"
"5028","原田才一郎","ｻｲｲﾁﾛｳ","岡","B1","2025","前期"
"5029","中亮太","ｮｳﾀ","岡","B1","2025","前期"
"5030","金子千穂","ﾁﾎ","馬","B1","2025","前期"
"5031","渡辺空依","ﾞ ｿﾗｲ","岡","B1","2025","前期"
"5032","谷口知優","ﾁ ﾄﾓﾏｻ","川","B1","2025","前期"
"5033","藤原孝斗","ﾗ ﾀｶﾄ","知","B1","2025","前期"
"5034","若林義人","ﾔｼ ﾖｼﾄ","岡","B1","2025","前期"
"5035","櫻井優","ﾏｻﾙ","玉","B1","2025","前期"
"5036","福田翔吾","ｼｮｳｺﾞ","阪","B1","2025","前期"
"5037","田頭虎親","ﾗ ﾄﾗﾁｶ","川","B1","2025","前期"
"5038","金田智博","ﾄﾓﾋﾛ","井","B1","2025","前期"
"5039","倉田茂将","ｼｹﾞﾏｻ","知","B1","2025","前期"
"5041","荒牧凪沙","ﾅｷﾞｻ","岡","B1","2025","前期"
"5042","畑田汰一","ﾀｲﾁ","玉","B1","2025","前期"
"5043","中村日向","ﾋｭｳｶﾞ","川","B1","2025","前期"
"5044","渡邉健","ﾞ ｹﾝ","京","B1","2025","前期"
"5045","平川香織","ｶｵﾘ","玉","B1","2025","前期"
"5046","松山裕基","ﾕｳｷ","阪","B1","2025","前期"
"5047","國分将太郎","ﾝ ｼｮｳﾀﾛｳ","京","B1","2025","前期"
"5048","眞鳥康太","ｺｳﾀ","崎","B1","2025","前期"
"5049","松井友汰","ﾕｳﾀ","阪","B1","2025","前期"
"5050","木下雄介","ﾕｳｽｹ","賀","B1","2025","前期"
"5051","松本純平","ｼﾞｭﾝﾍﾟｲ","玉","B1","2025","前期"
"5052","赤井星璃菜","ｾﾘﾅ","阪","B1","2025","前期"
"5053","山口広樹","ﾁ ｺｳｷ","岡","B1","2025","前期"
"5054","佐木大河","ﾀｲｶﾞ","阪","B1","2025","前期"
"5055","眞鳥章太","ｼｮｳﾀ","崎","B1","2025","前期"
"5056","西岡成美","ﾅﾙﾐ","島","B1","2025","前期"
"5057","上田紗奈","ｻﾅ","阪","B1","2025","前期"
"5058","前原大道","ﾋﾛﾐﾁ","山","B1","2025","前期"
"5059","冨田祥","ｼｮｳ","川","B1","2025","前期"
"5060","数原魁","ﾗ ｶｲ","庫","B1","2025","前期"
"5061","中村駿平","ｼｭﾝﾍﾟｲ","知","B1","2025","前期"
"5063","大塚雅治","ﾏｻﾊﾙ","京","B1","2025","前期"
"5064","品川二千翔","ﾜ ﾆﾁｶ","口","B1","2025","前期"
"5065","伊久間陽優","ﾋﾕｳ","馬","B1","2025","前期"
"5066","鈴木孝明","ﾀｶｱｷ","玉","B1","2025","前期"
"5067","山田真聖","ﾏｻｷﾖ","口","B1","2025","前期"
"5068","前田滉","ﾋｶﾙ","知","B1","2025","前期"
"5069","山崎小葉音","ｷ ｺﾊﾈ","馬","B1","2025","前期"
"5070","中島航","ﾏ ﾜﾀﾙ","京","B1","2025","前期"
"5071","野見山拓己","ﾀｸﾐ","岡","B1","2025","前期"
"5072","吉田杏美","ｱﾐ","玉","B1","2025","前期"
"5073","上原健次郎","ｹﾝｼﾞﾛｳ","岡","B1","2025","前期"
"5074","大澤誠也","ｾｲﾔ","知","B1","2025","前期"
"5075","中島秀治","ﾏ ｼｭｳｼﾞ","賀","B1","2025","前期"
"5076","石原光","ﾋｶﾙ","岡","B1","2025","前期"
"5077","滝沢崚","ﾜ ﾘｮｳ","玉","B1","2025","前期"
"5078","山川波乙","ﾊｵ","重","B1","2025","前期"
"5079","大石真央","ﾏｵ","岡","B1","2025","前期"
"5081","篠原飛翔","ﾂﾊﾞｻ","岡","B1","2025","前期"
"5082","一色凌雅","ﾘｮｳｶﾞ","知","B1","2025","前期"
"5083","柳瀬幹太","ｶﾝﾀ","口","B1","2025","前期"
"5084","末永和也","ﾞ ｶｽﾞﾔ","賀","B1","2025","前期"
"5085","中村栄治","ｴｲｼﾞ","井","B1","2025","前期"
"5086","本村大","ﾀﾞｲ","崎","B1","2025","前期"
"5087","佐藤航","ｺｳ","玉","B1","2025","前期"
"5088","高憧四季","ｼｷ","阪","B1","2025","前期"
"5089","前田翔","ｶｹﾙ","知","B1","2025","前期"
"5090","生方靖亜","ﾀ ｾｲｱ","馬","B1","2025","前期"
"5091","為本智也","ﾄﾓﾔ","井","B1","2025","前期"
"5092","篠原晟弥","ｾｲﾔ","岡","B1","2025","前期"
"5093","浦野海","ｶｲ","岡","B1","2025","前期"
"5095","小原聡将","ﾄｼﾕｷ","京","B1","2025","前期"
"5096","上原崚","ﾘｮｳ","京","B1","2025","前期"
"5098","大江純","ｼﾞｭﾝ","知","B1","2025","前期"
"5100","栗原一馬","ｶｽﾞﾏ","馬","B1","2025","前期"
"5101","表健太","ｹﾝﾀ","岡","B1","2025","前期"
"5102","原田雄次","ﾕｳｼﾞ","岡","B1","2025","前期"
"5103","芝田京介","ｷｮｳｽｹ","玉","B1","2025","前期"
"5104","山田丈","ｼﾞｮｳ","岡","B1","2025","前期"
"5105","富田恕生","ｼﾞｮｳ","岡","B1","2025","前期"
"5106","山崎祥","ｼｮｳ","口","B1","2025","前期"
"5107","松本真広","ﾏｻﾋﾛ","岡","B1","2025","前期"
"5108","柴田愛梨","ｱｲﾘ","馬","B1","2025","前期"
"5109","川崎智稔","ﾄﾓﾅﾘ","山","B1","2025","前期"
"5110","杉山喜一","ﾏ ｷｲﾁ","岡","B1","2025","前期"
"5111","三村岳人","ｶﾞｸﾄ","山","B1","2025","前期"
"5112","砂長知輝","ﾞ ﾄﾓｷ","玉","B1","2025","前期"
"5113","黒明花夢","ｳ ﾊﾅﾑ","山","B1","2025","前期"
"5114","小林孝彰","ｼ ﾀｶｱｷ","井","B1","2025","前期"
"5115","香川颯太","ｿｳﾀ","賀","B1","2025","前期"
"5116","金子七海","ﾅﾅﾐ","井","B1","2025","前期"
"5117","冨名腰桃奈","ﾓﾓﾅ","岡","B1","2025","前期"
"5118","野田なづき","ﾅﾂﾞｷ","賀","B1","2025","前期"
"5120","山本稔太朗","ｼﾞﾝﾀﾛｳ","知","B1","2025","前期"
"5121","定松勇樹","ﾂ ﾕｳｷ","賀","B1","2025","前期"
"5122","相馬翔","ｼｮｳ","玉","B1","2025","前期"
"5123","福山恵里奈","ｴﾘﾅ","口","B1","2025","前期"
"5124","上瀧絢也","ﾀｷ ｹﾝﾔ","賀","B1","2025","前期"
"5125","高井雄基","ﾕｳｷ","知","B1","2025","前期"
"5126","山下大輝","ﾀﾞｲｷ","庫","B1","2025","前期"
"5127","沼田大都","ﾋﾛﾄ","知","B1","2025","前期"
"5128","坪井爽佑","ｿｳｽｹ","重","B1","2025","前期"
"5129","山口真喜子","ﾁ ﾏｷｺ","崎","B1","2025","前期"
"5130","上野拓馬","ﾀｸﾏ","重","B1","2025","前期"
"5131","江藤敦宏","ｱﾂﾋﾛ","岡","B1","2025","前期"
"5132","中野希一","ｷｲﾁ","玉","B1","2025","前期"
"5133","堀越雄貴","ﾕｳｷ","京","B1","2025","前期"
"5134","大原祥昌","ﾖｼﾏｻ","島","B1","2025","前期"
"5135","仲航太","ｳﾀ","京","B1","2025","前期"
"5136","濱野斗馬","ﾄｳﾏ","川","B1","2025","前期"
"5137","川原涼","ﾘｮｳ","知","B1","2025","前期"
"5138","村本大成","ﾀｲｾｲ","岡","B1","2025","前期"
"5139","大場恒季","ｺｳｷ","知","B1","2025","前期"
"5140","吉田彩乃","ｱﾔﾉ","岡","B1","2025","前期"
"5141","大澤風葵","ﾌｳｷ","馬","B1","2025","前期"
"5142","常住蓮","ﾐ ﾚﾝ","賀","B1","2025","前期"
"5143","常盤海心","ｶｲｼﾝ","島","B1","2025","前期"
"5144","中尾彩香","ｻﾔｶ","岡","B1","2025","前期"
"5145","島川海輝","ｶｲｷ","口","B1","2025","前期"
"5146","野田彩加","ｱﾔｶ","口","B1","2025","前期"
"5147","田中勇輔","ﾕｳｽｹ","玉","B1","2025","前期"
"5148","松本怜","ﾚｲ","岡","B1","2025","前期"
"5150","坂本雄紀","ﾕｳｷ","馬","B1","2025","前期"
"5151","山下奈緒","ﾅｵ","阪","B1","2025","前期"
"5152","丸山祐也","ﾕｳﾔ","岡","B1","2025","前期"
"5153","佐藤ほのか","ﾎﾉｶ","京","B1","2025","前期"
"5154","村松栄太","ｴｲﾀ","島","B1","2025","前期"
"5155","内山七海","ﾅﾅﾐ","岡","B1","2025","前期"
"5156","坂野さくら","ｻｸﾗ","井","B1","2025","前期"
"5157","市川健太","ｹﾝﾀ","賀","B1","2025","前期"
"5158","宮脇遼太","ﾘｮｳﾀ","岡","B1","2025","前期"
"5160","藤森陸斗","ﾘ ﾘｸﾄ","岡","B1","2025","前期"
"5161","登玉隼百","ﾊﾔﾄ","庫","B1","2025","前期"
"5162","松尾怜実","ｻﾄﾐ","岡","B1","2025","前期"
"5163","清水愛海","ｱﾐ","口","B1","2025","前期"
"5164","森田梨湖","ﾘｺ","岡","B1","2025","前期"
"5165","小林愛実","ｼ ﾅﾙﾐ","山","B1","2025","前期"
"5166","仲道大輔","ﾀﾞｲｽｹ","知","B1","2025","前期"
"5167","小川竜太朗","ﾘｮｳﾀﾛｳ","玉","B1","2025","前期"
"5169","堀本翔太","ｼｮｳﾀ","知","B1","2025","前期"
"5170","佐藤太亮","ﾀｲｽｹ","山","B1","2025","前期"
"5171","清水未唯","ﾐﾕ","賀","B1","2025","前期"
"5172","田村慶","ｹｲ","島","B1","2025","前期"
"5173","谷口佳蓮","ﾁ ｶﾚﾝ","川","B1","2025","前期"
"5174","川井萌","ﾓｴ","岡","B1","2025","前期"
"5175","島崎丈一朗","ｷ ｼﾞｮｳｲﾁﾛｳ","京","B1","2025","前期"
"5176","石倉拓美","ﾀｸﾐ","口","B1","2025","前期"
"5177","松井貫太","ｶﾝﾀ","岡","B1","2025","前期"
"5178","成貞琳平","ﾞ ﾘﾝﾍﾟｲ","知","B1","2025","前期"
"5179","藤本元輝","ﾄ ｹﾞﾝｷ","庫","B1","2025","前期"
"5180","藤本紗弥香","ﾄ ｻﾔｶ","口","B1","2025","前期"
"5181","森智哉","ﾓﾔ","山","B1","2025","前期"
"5182","宮崎安奈","ｷ ｱﾝﾅ","玉","B1","2025","前期"
"5183","中野孝二","ｺｳｼﾞ","重","B1","2025","前期"
"5184","飯塚響","ｶ ﾋﾋﾞｷ","馬","B1","2025","前期"
"5185","加藤優弥","ﾏｻﾔ","井","B1","2025","前期"
"5186","遠藤圭吾","ｳ ｹｲｺﾞ","京","B1","2025","前期"
"5187","小坂風太","ﾌｳﾀ","井","B1","2025","前期"
"5188","武井莉里佳","ﾘﾘｶ","庫","B1","2025","前期"
"5189","藤原早菜","ﾗ ｻﾅ","山","B1","2025","前期"
"5190","大月遊雅","ﾕｳｶﾞ","京","B1","2025","前期"
"5191","飛田江己","ｺｳｷ","玉","B1","2025","前期"
"5192","中尾優香","ﾕｳｶ","岡","B1","2025","前期"
"5193","米丸乃絵","ﾉｴ","岡","B1","2025","前期"
"5194","大久保佑香","ﾞ ﾕｳｶ","玉","B1","2025","前期"
"5195","北村寧","ﾈﾈ","崎","B1","2025","前期"
"5196","鰐部太空海","ﾀｸﾐ","知","B1","2025","前期"
"5197","中野仁照","ﾖｼﾃﾙ","知","B1","2025","前期"
"5198","奥村明日香","ｱｽｶ","岡","B1","2025","前期"
"5199","垂水悠","ﾕｳ","島","B1","2025","前期"
"5200","筒井美琴","ﾐｺﾄ","岡","B1","2025","前期"
"5201","村上宗太郎","ｿｳﾀﾛｳ","京","B1","2025","前期"
"5202","宮崎つぐみ","ｷ ﾂｸﾞﾐ","阪","B1","2025","前期"
"5203","神里琴音","ﾄ ｺﾄﾈ","岡","B1","2025","前期"
"5204","宇恵有香","ｳｶ","重","B1","2025","前期"
"5205","刑部亜里紗","ﾞ ｱﾘｻ","岡","B1","2025","前期"
"5206","梅原祥平","ｼｮｳﾍｲ","山","B1","2025","前期"
"5207","高山敬悟","ｹｲｺﾞ","岡","B1","2025","前期"
"5208","屋良龍紀","ｭｳｷ","崎","B1","2025","前期"
"5209","小野京平","ｮｳﾍｲ","岡","B1","2025","前期"
"5210","藤井公人","ﾅｵﾄ","岡","B1","2025","前期"
"5211","高井駿弥","ｼｭﾝﾔ","知","B1","2025","前期"
"5212","西川拓利","ﾀｸﾄ","岡","B1","2025","前期"
"5213","湯淺紀香","ﾉﾘｶ","馬","B1","2025","前期"
"5214","田中宏典","ｺｳｽｹ","賀","B1","2025","前期"
"5215","石丸小槙","ｺﾏｷ","川","B1","2025","前期"
"5216","長谷川晴哉","ﾜ ｾｲﾔ","馬","B1","2025","前期"
"5217","藤原碧生","ﾗ ｱｵｲ","山","B1","2025","前期"
"5218","山田理央","ﾘｵ","川","B1","2025","前期"
"5219","森口和紀","ﾁ ｶｽﾞｷ","岡","B1","2025","前期"
"5220","青木蓮","ﾚﾝ","玉","B1","2025","前期"
"5221","竹間隆晟","ﾘｭｳｾｲ","阪","B1","2025","前期"
"5222","津田陸翔","ﾘｸﾄ","島","B1","2025","前期"
"5223","森清友翔","ﾕｳﾄ","岡","B1","2025","前期"
"5224","西岡顕心","ｹﾝｼﾝ","川","B1","2025","前期"
"5226","藤田俊祐","ｼｭﾝｽｹ","京","B1","2025","前期"
"5227","川原愛未","ｱｲﾐ","岡","B1","2025","前期"
"5228","若林樹蘭","ﾔｼ ｼﾞｭﾗﾝ","京","B1","2025","前期"
"5229","吉川晴人","ﾊﾙﾄ","賀","B1","2025","前期"
"5230","石原凪紗","ﾅｷﾞｻ","知","B1","2025","前期"
"5231","寺田空詩","ｸｳ","口","B1","2025","前期"
"5232","樅山拓馬","ﾀｸﾏ","知","B1","2025","前期"
"5234","塚越海斗","ｼ ｶｲﾄ","馬","B1","2025","前期"
"5235","岩田凌","ﾘｮｳ","阪","B1","2025","前期"
"5236","小宮涼雅","ﾘｮｳｶﾞ","山","B1","2025","前期"
"5237","永松良教","ﾂ ﾘｮｳﾀ","岡","B1","2025","前期"
"5238","笹木香吾","ｷｮｳｺﾞ","口","B1","2025","前期"
"5239","上野俊樹","ﾄｼｷ","岡","B1","2025","前期"
"5240","高橋龍治","ﾘｭｳｼﾞ","岡","B1","2025","前期"
"5241","門田栞","ｼｵﾘ","川","B1","2025","前期"
"5242","高山弘斗","ﾋﾛﾄ","玉","B1","2025","前期"
"5243","三馬崇史","ﾀｶﾌﾐ","島","B1","2025","前期"
"5244","黒田剛","ﾀｹｼ","岡","B1","2025","前期"
"5245","倉富大誠","ﾀｲｾｲ","知","B1","2025","前期"
"5246","楠将太郎","ｼｮｳﾀﾛｳ","玉","B1","2025","前期"
"5247","大森翼","ﾂﾊﾞｻ","庫","B1","2025","前期"
"5248","本田愛","ｱｲ","岡","B1","2025","前期"
"5249","三木晴斗","ﾙﾄ","島","B1","2025","前期"
"5250","嶋田有里","ﾕｳﾘ","崎","B1","2025","前期"
"5251","沼田七華","ﾅﾅｶ","井","B1","2025","前期"
"5252","荒木颯斗","ﾊﾔﾄ","知","B1","2025","前期"
"5253","藤井太雅","ﾀｲｶﾞ","京","B1","2025","前期"
"5254","羽田妃希","ｷｻｷ","知","B1","2025","前期"
"5255","藤原仙二","ﾗ ｾﾝｼﾞ","賀","B1","2025","前期"
"5256","中山翔太","ｼｮｳﾀ","重","B1","2025","前期"
"5257","西丸侑太朗","ﾕｳﾀﾛｳ","川","B1","2025","前期"
"5258","仲本舜","ｼｭﾝ","岡","B1","2025","前期"
"5259","野田昇吾","ｼｮｳｺﾞ","玉","B1","2025","前期"
"5261","岡暢祐","ｳｽｹ","崎","B1","2025","前期"
"5262","鈴木章司","ｼｮｳｼﾞ","知","B1","2025","前期"
"5263","花田凱成","ｶｲｾｲ","岡","B1","2025","前期"
"5264","登みひ果","ﾐﾋｶ","庫","B1","2025","前期"
"5265","大廣咲季","ｻｷ","川","B1","2025","前期"
"5266","石田勇斗","ﾊﾔﾄ","知","B1","2025","前期"
"5267","石本裕武","ﾋﾛﾑ","阪","B1","2025","前期"
"5268","山本幸也","ﾕｷﾔ","岡","B1","2025","前期"
"5269","山口晃朋","ﾁ ｱｷﾄﾓ","岡","B1","2025","前期"
"5270","小玉啓太","ｹｲﾀ","賀","B1","2025","前期"
"5271","杉山太陽","ﾏ ﾀｲﾖｳ","岡","B1","2025","前期"
"5272","松田真実","ﾏﾐ","知","B1","2025","前期"
"5273","山下拓巳","ﾀｸﾐ","庫","B1","2025","前期"
"5274","城間盛渚","ｾｲﾅ","岡","B1","2025","前期"
"5275","松田淳平","ｼﾞｭﾝﾍﾟｲ","重","B1","2025","前期"
"5276","大島隆乃介","ﾘｭｳﾉｽｹ","岡","B1","2025","前期"
"5277","井上未都","ﾐﾄ","岡","B1","2025","前期"
"5278","田中駿兵","ｼｭﾝﾍﾟｲ","島","B1","2025","前期"
"5279","石渡翔一郎","ｼｮｳｲﾁﾛｳ","京","B1","2025","前期"
"5280","廣瀬凜","ﾘﾝ","賀","B1","2025","前期"
"5281","井上遥妃","ﾊﾙﾋ","島","B1","2025","前期"
"5282","中本大樹","ﾀﾞｲｷ","井","B1","2025","前期"
"5283","植木美帆","ﾐﾎ","京","B1","2025","前期"
"5284","嘉手苅徹哉","ﾙ ﾃﾂﾔ","岡","B1","2025","前期"
"5285","若林麗","ﾔｼ ﾚｲ","京","B1","2025","前期"
"5286","坂井滉哉","ｺｳﾔ","岡","B1","2025","前期"
"5287","滝沢織寧","ﾜ ｵﾘﾈ","玉","B1","2025","前期"
"5288","尾道佳諭","ｹｲﾄ","玉","B1","2025","前期"
"5289","佃來紀","ﾗｲｷ","阪","B1","2025","前期"
"5290","坂本一真","ｶｽﾞﾏ","京","B1","2025","前期"
"5291","三嶌こころ","ｺｺﾛ","川","B1","2025","前期"
"5292","佐藤右京","ｳｷｮｳ","京","B1","2025","前期"
"5293","眞崎武蔵","ﾑｻｼ","岡","B1","2025","前期"
"5294","豊田祥生","ｼｮｳｷ","岡","B1","2025","前期"
"5295","田上凜","ﾘﾝ","阪","B1","2025","前期"
"5296","永田楽","ﾗｸ","知","B1","2025","前期"
"5297","南彩寧","ｱﾔﾈ","庫","B1","2025","前期"
"5298","水谷理人","ﾆ ﾏｻﾄ","川","B1","2025","前期"
"5299","西丸敦基","ｱﾂｷ","川","B1","2025","前期"
"5300","横田海人","ｶｲﾄ","知","B1","2025","前期"
"5301","岩下巧斗","ﾀｸﾄ","馬","B1","2025","前期"
"5302","秋末秦悟","ｼﾝｺﾞ","阪","B1","2025","前期"
"5303","土井歩夢","ｱﾕﾑ","岡","B1","2025","前期"
"5304","井田涼介","ﾘｮｳｽｹ","馬","B1","2025","前期"
"5305","伊藤栞","ｼｵﾘ","知","B1","2025","前期"
"5306","河内悠利杏","ﾕﾘｱﾝ","馬","B1","2025","前期"
"5307","富永夏哉人","ﾞ ｶﾔﾄ","賀","B1","2025","前期"
"5308","藤森拓海","ﾘ ﾀｸﾐ","岡","B1","2025","前期"
"5309","森雄利","ｳﾘ","崎","B1","2025","前期"
"5310","土屋蘭","ﾗﾝ","山","B1","2025","前期"
"5311","小林京平","ｼ ｷｮｳﾍｲ","口","B1","2025","前期"
"5312","川辺郭人","ｶﾞｸﾄ","賀","B1","2025","前期"
"5313","鈴木唯央","ｲｵ","馬","B1","2025","前期"
"5314","中曽瑠華","ﾙｶ","京","B1","2025","前期"
"5315","浅井翼","ﾂﾊﾞｻ","玉","B1","2025","前期"
"5316","村松将平","ｼｮｳﾍｲ","岡","B1","2025","前期"
"5317","長尾萌加","ﾓｶ","山","B1","2025","前期"
"5318","河内一馬","ｶｽﾞﾏ","知","B1","2025","前期"
"5319","近藤颯斗","ｳ ﾊﾔﾄ","知","B1","2025","前期"
"5320","岩崎麗子","ｷ ﾚｲｺ","馬","B1","2025","前期"
"5321","一色颯輝","ｻﾂｷ","知","B1","2025","前期"
"5322","根岸真優","ﾏﾕ","玉","B1","2025","前期"
"5323","香川陽太","ﾋﾅﾀ","賀","B1","2025","前期"
"5324","畑田希咲","ｷｻｷ","庫","B1","2025","前期"
"5325","澁川夏","ﾜ ﾅﾂ","阪","B1","2025","前期"
"5326","三嶌さらら","ｻﾗﾗ","川","B1","2025","前期"
"5327","西田和加","ﾜｶ","玉","B1","2025","前期"
"5328","井上慧人","ｹｲﾄ","岡","B1","2025","前期"
"5329","金子龍斗","ﾘｭｳﾄ","庫","B1","2025","前期"
"5330","安河内鈴之介","ﾁ ｽｽﾞﾉｽｹ","岡","B1","2025","前期"
"5331","佐藤永梧","ｴｲｺﾞ","京","B1","2025","前期"
"5332","村松遥輝","ﾊﾙｷ","岡","B1","2025","前期"
"5333","山下智己","ﾄﾓｷ","庫","B1","2025","前期"
"5334","樫葉新心","ﾆｺ","島","B1","2025","前期"
"5335","森陽多","ﾅﾀ","崎","B1","2025","前期"
"5336","瀬川大地","ﾀﾞｲﾁ","口","B1","2025","前期"
"5337","出畑孝成","ﾀ ｺｳｾｲ","岡","B1","2025","前期"
